编号,英文slug,标题,难度,是否付费,任务领受Agent编号,当前任务状态
3729,count-distinct-subarrays-divisible-by-k-in-sorted-array,Count Distinct Subarrays Divisible by K in Sorted Array,困难,否,,已拉取
3730,maximum-calories-burnt-from-jumps,Maximum Calories Burnt from Jumps,中等,是,,已拉取
3731,find-missing-elements,Find Missing Elements,简单,否,,已拉取
3732,maximum-product-of-three-elements-after-one-replacement,Maximum Product of Three Elements After One Replacement,中等,否,,已拉取
3733,minimum-time-to-complete-all-deliveries,Minimum Time to Complete All Deliveries,中等,否,,已拉取
3734,lexicographically-smallest-palindromic-permutation-greater-than-target,Lexicographically Smallest Palindromic Permutation Greater Than Target,困难,否,,已拉取
3735,lexicographically-smallest-string-after-reverse-ii,Lexicographically Smallest String After Reverse II,困难,是,,已拉取
3736,minimum-moves-to-equal-array-elements-iii,Minimum Moves to Equal Array Elements III,简单,否,,已拉取
3737,count-subarrays-with-majority-element-i,Count Subarrays With Majority Element I,中等,否,,已拉取
3738,longest-non-decreasing-subarray-after-replacing-at-most-one-element,Longest Non-Decreasing Subarray After Replacing at Most One Element,中等,否,,已拉取
3739,count-subarrays-with-majority-element-ii,Count Subarrays With Majority Element II,困难,否,,已拉取
3740,minimum-distance-between-three-equal-elements-i,Minimum Distance Between Three Equal Elements I,简单,否,,已拉取
3741,minimum-distance-between-three-equal-elements-ii,Minimum Distance Between Three Equal Elements II,中等,否,,已拉取
3742,maximum-path-score-in-a-grid,Maximum Path Score in a Grid,中等,否,,已拉取
3743,maximize-cyclic-partition-score,Maximize Cyclic Partition Score,困难,否,,已拉取
3744,find-kth-character-in-expanded-string,Find Kth Character in Expanded String,中等,是,,已拉取
3745,maximize-expression-of-three-elements,Maximize Expression of Three Elements,简单,否,,已拉取
3746,minimum-string-length-after-balanced-removals,Minimum String Length After Balanced Removals,中等,否,,已拉取
3747,count-distinct-integers-after-removing-zeros,Count Distinct Integers After Removing Zeros,中等,否,,已拉取
3748,count-stable-subarrays,Count Stable Subarrays,困难,否,,已拉取
3749,evaluate-valid-expressions,Evaluate Valid Expressions,困难,是,,已拉取
3750,minimum-number-of-flips-to-reverse-binary-string,Minimum Number of Flips to Reverse Binary String,简单,否,,已拉取
3751,total-waviness-of-numbers-in-range-i,Total Waviness of Numbers in Range I,中等,否,,已拉取
3752,lexicographically-smallest-negated-permutation-that-sums-to-target,Lexicographically Smallest Negated Permutation that Sums to Target,中等,否,,已拉取
3753,total-waviness-of-numbers-in-range-ii,Total Waviness of Numbers in Range II,困难,否,,已拉取
3754,concatenate-non-zero-digits-and-multiply-by-sum-i,Concatenate Non-Zero Digits and Multiply by Sum I,简单,否,,已拉取
3755,find-maximum-balanced-xor-subarray-length,Find Maximum Balanced XOR Subarray Length,中等,否,,已拉取
3756,concatenate-non-zero-digits-and-multiply-by-sum-ii,Concatenate Non-Zero Digits and Multiply by Sum II,中等,否,,已拉取
3757,number-of-effective-subsequences,Number of Effective Subsequences,困难,否,,已拉取
3758,convert-number-words-to-digits,Convert Number Words to Digits,中等,是,,已拉取
3759,count-elements-with-at-least-k-greater-values,Count Elements With at Least K Greater Values,中等,否,,已拉取
3760,maximum-substrings-with-distinct-start,Maximum Substrings With Distinct Start,中等,否,,已拉取
3761,minimum-absolute-distance-between-mirror-pairs,Minimum Absolute Distance Between Mirror Pairs,中等,否,,已拉取
3762,minimum-operations-to-equalize-subarrays,Minimum Operations to Equalize Subarrays,困难,否,,已拉取
3763,maximum-total-sum-with-threshold-constraints,Maximum Total Sum with Threshold Constraints,中等,是,,已拉取
3764,most-common-course-pairs,Most Common Course Pairs,困难,否,,已拉取
3765,complete-prime-number,Complete Prime Number,中等,否,,已拉取
3766,minimum-operations-to-make-binary-palindrome,Minimum Operations to Make Binary Palindrome,中等,否,,已拉取
3767,maximize-points-after-choosing-k-tasks,Maximize Points After Choosing K Tasks,中等,否,,已拉取
3768,minimum-inversion-count-in-subarrays-of-fixed-length,Minimum Inversion Count in Subarrays of Fixed Length,困难,否,,已拉取
3769,sort-integers-by-binary-reflection,Sort Integers by Binary Reflection,简单,否,,已拉取
3770,largest-prime-from-consecutive-prime-sum,Largest Prime from Consecutive Prime Sum,中等,否,,已拉取
3771,total-score-of-dungeon-runs,Total Score of Dungeon Runs,中等,否,,已拉取
3772,maximum-subgraph-score-in-a-tree,Maximum Subgraph Score in a Tree,困难,否,,已拉取
3773,maximum-number-of-equal-length-runs,Maximum Number of Equal Length Runs,中等,是,,已拉取
3774,absolute-difference-between-maximum-and-minimum-k-elements,Absolute Difference Between Maximum and Minimum K Elements,简单,否,,已拉取
3775,reverse-words-with-same-vowel-count,Reverse Words With Same Vowel Count,中等,否,,已拉取
3776,minimum-moves-to-balance-circular-array,Minimum Moves to Balance Circular Array,中等,否,,已拉取
3777,minimum-deletions-to-make-alternating-substring,Minimum Deletions to Make Alternating Substring,困难,否,,已拉取
3778,minimum-distance-excluding-one-maximum-weighted-edge,Minimum Distance Excluding One Maximum Weighted Edge,中等,是,,已拉取
3779,minimum-number-of-operations-to-have-distinct-elements,Minimum Number of Operations to Have Distinct Elements,中等,否,,已拉取
3780,maximum-sum-of-three-numbers-divisible-by-three,Maximum Sum of Three Numbers Divisible by Three,中等,否,,已拉取
3781,maximum-score-after-binary-swaps,Maximum Score After Binary Swaps,中等,否,,已拉取
3782,last-remaining-integer-after-alternating-deletion-operations,Last Remaining Integer After Alternating Deletion Operations,困难,否,,已拉取
3783,mirror-distance-of-an-integer,Mirror Distance of an Integer,简单,否,,已拉取
3784,minimum-deletion-cost-to-make-all-characters-equal,Minimum Deletion Cost to Make All Characters Equal,中等,否,,已拉取
3785,minimum-swaps-to-avoid-forbidden-values,Minimum Swaps to Avoid Forbidden Values,困难,否,,已拉取
3786,total-sum-of-interaction-cost-in-tree-groups,Total Sum of Interaction Cost in Tree Groups,困难,否,,已拉取
3787,find-diameter-endpoints-of-a-tree,Find Diameter Endpoints of a Tree,中等,是,,已拉取
3788,maximum-score-of-a-split,Maximum Score of a Split,中等,否,,已拉取
3789,minimum-cost-to-acquire-required-items,Minimum Cost to Acquire Required Items,中等,否,,已拉取
3790,smallest-all-ones-multiple,Smallest All-Ones Multiple,中等,否,,已拉取
3791,number-of-balanced-integers-in-a-range,Number of Balanced Integers in a Range,困难,否,,已拉取
3792,sum-of-increasing-product-blocks,Sum of Increasing Product Blocks,中等,是,,已拉取
3793,find-users-with-high-token-usage,Find Users with High Token Usage,简单,否,,已拉取
3794,reverse-string-prefix,Reverse String Prefix,简单,否,,已拉取
3795,minimum-subarray-length-with-distinct-sum-at-least-k,Minimum Subarray Length With Distinct Sum At Least K,中等,否,,已拉取
3796,find-maximum-value-in-a-constrained-sequence,Find Maximum Value in a Constrained Sequence,中等,否,,已拉取
3797,count-routes-to-climb-a-rectangular-grid,Count Routes to Climb a Rectangular Grid,困难,否,,已拉取
3798,largest-even-number,Largest Even Number,简单,否,,已拉取
3799,word-squares-ii,Word Squares II,中等,否,,已拉取
3800,minimum-cost-to-make-two-binary-strings-equal,Minimum Cost to Make Two Binary Strings Equal,中等,否,,已拉取
3801,minimum-cost-to-merge-sorted-lists,Minimum Cost to Merge Sorted Lists,困难,否,,已拉取
3802,number-of-ways-to-paint-sheets,Number of Ways to Paint Sheets,困难,是,,已拉取
3803,count-residue-prefixes,Count Residue Prefixes,简单,否,,已拉取
3804,number-of-centered-subarrays,Number of Centered Subarrays,中等,否,,已拉取
3805,count-caesar-cipher-pairs,Count Caesar Cipher Pairs,中等,否,,已拉取
3806,maximum-bitwise-and-after-increment-operations,Maximum Bitwise AND After Increment Operations,困难,否,,已拉取
3807,minimum-cost-to-repair-edges-to-traverse-a-graph,Minimum Cost to Repair Edges to Traverse a Graph,中等,是,,已拉取
3808,find-emotionally-consistent-users,Find Emotionally Consistent Users,中等,否,,已拉取
3809,best-reachable-tower,Best Reachable Tower,中等,否,,已拉取
3810,minimum-operations-to-reach-target-array,Minimum Operations to Reach Target Array,中等,否,,已拉取
3811,number-of-alternating-xor-partitions,Number of Alternating XOR Partitions,中等,否,,已拉取
3812,minimum-edge-toggles-on-a-tree,Minimum Edge Toggles on a Tree,困难,否,,已拉取
3813,vowel-consonant-score,Vowel-Consonant Score,简单,否,,已拉取
3814,maximum-capacity-within-budget,Maximum Capacity Within Budget,中等,否,,已拉取
3815,design-auction-system,Design Auction System,中等,否,,已拉取
3816,lexicographically-smallest-string-after-deleting-duplicate-characters,Lexicographically Smallest String After Deleting Duplicate Characters,困难,否,,已拉取
3817,good-indices-in-a-digit-string,Good Indices in a Digit String,中等,是,,已拉取
3818,minimum-prefix-removal-to-make-array-strictly-increasing,Minimum Prefix Removal to Make Array Strictly Increasing,中等,否,,已拉取
3819,rotate-non-negative-elements,Rotate Non Negative Elements,中等,否,,已拉取
3820,pythagorean-distance-nodes-in-a-tree,Pythagorean Distance Nodes in a Tree,中等,否,,已拉取
3821,find-nth-smallest-integer-with-k-one-bits,Find Nth Smallest Integer With K One Bits,困难,否,,已拉取
3822,design-order-management-system,Design Order Management System,中等,是,,已拉取
3823,reverse-letters-then-special-characters-in-a-string,Reverse Letters Then Special Characters in a String,简单,否,,已拉取
3824,minimum-k-to-reduce-array-within-limit,Minimum K to Reduce Array Within Limit,中等,否,,已拉取
3825,longest-strictly-increasing-subsequence-with-non-zero-bitwise-and,Longest Strictly Increasing Subsequence With Non-Zero Bitwise AND,中等,否,,已拉取
3826,minimum-partition-score,Minimum Partition Score,困难,否,,已拉取
3827,count-monobit-integers,Count Monobit Integers,简单,否,,已拉取
3828,final-element-after-subarray-deletions,Final Element After Subarray Deletions,中等,否,,已拉取
3829,design-ride-sharing-system,Design Ride Sharing System,中等,否,,已拉取
3830,longest-alternating-subarray-after-removing-at-most-one-element,Longest Alternating Subarray After Removing At Most One Element,困难,否,,已拉取
3831,median-of-a-binary-search-tree-level,Median of a Binary Search Tree Level,中等,是,,已拉取
3832,find-users-with-persistent-behavior-patterns,Find Users with Persistent Behavior Patterns,困难,否,,已拉取
3833,count-dominant-indices,Count Dominant Indices,简单,否,,已拉取
3834,merge-adjacent-equal-elements,Merge Adjacent Equal Elements,中等,否,,已拉取
3835,count-subarrays-with-cost-less-than-or-equal-to-k,Count Subarrays With Cost Less Than or Equal to K,中等,否,,已拉取
3836,maximum-score-using-exactly-k-pairs,Maximum Score Using Exactly K Pairs,困难,否,,已拉取
3837,delayed-count-of-equal-elements,Delayed Count of Equal Elements,中等,是,,已拉取
3838,weighted-word-mapping,Weighted Word Mapping,简单,否,,已拉取
3839,number-of-prefix-connected-groups,Number of Prefix Connected Groups,中等,否,,已拉取
3840,house-robber-v,House Robber V,中等,否,,已拉取
3841,palindromic-path-queries-in-a-tree,Palindromic Path Queries in a Tree,困难,否,,已拉取
3842,toggle-light-bulbs,Toggle Light Bulbs,简单,否,,已拉取
3843,first-element-with-unique-frequency,First Element with Unique Frequency,中等,否,,已拉取
3844,longest-almost-palindromic-substring,Longest Almost-Palindromic Substring,中等,否,,已拉取
3845,maximum-subarray-xor-with-bounded-range,Maximum Subarray XOR with Bounded Range,困难,否,,已拉取
3846,total-distance-to-type-a-string-using-one-finger,Total Distance to Type a String Using One Finger,中等,是,,已拉取
3847,find-the-score-difference-in-a-game,Find the Score Difference in a Game,中等,否,,已拉取
3848,check-digitorial-permutation,Check Digitorial Permutation,中等,否,,已拉取
3849,maximum-bitwise-xor-after-rearrangement,Maximum Bitwise XOR After Rearrangement,中等,否,,已拉取
3850,count-sequences-to-k,Count Sequences to K,困难,否,,已拉取
3851,maximum-requests-without-violating-the-limit,Maximum Requests Without Violating the Limit,中等,是,,已拉取
3852,smallest-pair-with-different-frequencies,Smallest Pair With Different Frequencies,简单,否,,已拉取
3853,merge-close-characters,Merge Close Characters,中等,否,,已拉取
3854,minimum-operations-to-make-array-parity-alternating,Minimum Operations to Make Array Parity Alternating,中等,否,,已拉取
3855,sum-of-k-digit-numbers-in-a-range,Sum of K-Digit Numbers in a Range,困难,否,,已拉取
3856,trim-trailing-vowels,Trim Trailing Vowels,简单,否,,已拉取
3857,minimum-cost-to-split-into-ones,Minimum Cost to Split into Ones,中等,否,,已拉取
3858,minimum-bitwise-or-from-grid,Minimum Bitwise OR From Grid,中等,否,,已拉取
3859,count-subarrays-with-k-distinct-integers,Count Subarrays With K Distinct Integers,困难,否,,已拉取
3860,unique-email-groups,Unique Email Groups,中等,是,,已拉取
3861,minimum-capacity-box,Minimum Capacity Box,简单,否,,已拉取
3862,find-the-smallest-balanced-index,Find the Smallest Balanced Index,中等,否,,已拉取
3863,minimum-operations-to-sort-a-string,Minimum Operations to Sort a String,中等,否,,已拉取
3864,minimum-cost-to-partition-a-binary-string,Minimum Cost to Partition a Binary String,困难,否,,已拉取
3865,reverse-k-subarrays,Reverse K Subarrays,中等,是,,已拉取
面试题 01.01,is-unique-lcci,Is Unique LCCI,简单,否,,已拉取
面试题 01.02,check-permutation-lcci,Check Permutation LCCI,简单,否,,已拉取
面试题 01.03,string-to-url-lcci,String to URL LCCI,简单,否,,已拉取
面试题 01.04,palindrome-permutation-lcci,Palindrome Permutation LCCI,简单,否,,已拉取
面试题 01.05,one-away-lcci,One Away LCCI,中等,否,,已拉取
面试题 01.06,compress-string-lcci,Compress String LCCI,简单,否,,已拉取
